Attached interrupt pins successfully
5,0,0,3.00,0.00,0.00
5,0,102,5,1.31,1.31
5,0,204,5,2.55,2.62
5,0,306,5,2.95,3.02
5,0,408,5,3.08,3.17
5,0,510,5,3.10,3.19
5,0,613,5,3.06,3.22
5,0,715,5,3.13,3.24
5,0,817,5,3.13,3.19
5,0,919,5,3.08,3.22
5,0,1021,5,3.13,3.24
5,0,1123,5,3.15,3.22
5,0,1225,5,3.10,3.19
5,0,1327,5,3.15,3.24
5,0,1429,5,3.17,3.24
5,0,1531,5,3.10,3.15
5,0,1633,5,3.15,3.26
5,0,1735,5,3.13,3.24
5,0,1837,5,3.13,3.19
5,0,1939,5,3.13,3.19
5,0,2041,5,3.15,3.28
5,0,2143,5,3.13,3.19
5,0,2245,5,3.15,3.24
5,0,2347,5,3.13,3.22
5,0,2449,5,3.10,3.22
5,0,2551,5,3.15,3.19
5,0,2653,5,3.15,3.28
5,0,2755,5,3.10,3.19
5,0,2857,5,3.15,3.19
5,0,2960,5,3.17,3.22
5,0,3062,5,3.13,3.19
5,0,3164,5,3.13,3.24
5,0,3266,5,3.13,3.17
5,0,3368,5,3.17,3.24
5,0,3470,5,3.15,3.26
5,0,3572,5,3.10,3.17
5,0,3674,5,3.17,3.22
5,0,3776,5,3.15,3.17
5,0,3878,5,3.13,3.24
5,0,3980,5,3.17,3.22
5,0,4082,5,3.19,3.26
5,0,4184,5,3.10,3.22
5,0,4286,5,3.17,3.24
5,0,4388,5,3.17,3.22
5,0,4490,5,3.13,3.24
5,0,4592,5,3.15,3.19
5,0,4694,5,3.19,3.24
5,0,4796,5,3.17,3.24
5,0,4898,5,3.17,3.26
5,0,5000,5,3.15,3.24
5,0,5102,5,3.19,3.26
5,0,5204,5,3.17,3.26
5,0,5307,5,3.15,3.22
5,0,5409,5,3.19,3.30
5,0,5511,5,3.15,3.26
5,0,5613,5,3.17,3.24
5,0,5715,5,3.19,3.30
5,0,5817,5,3.17,3.30
5,0,5919,5,3.13,3.22
5,0,6021,5,3.19,3.28
5,0,6123,5,3.19,3.26
5,0,6225,5,3.13,3.24
5,0,6327,5,3.17,3.26
5,0,6429,5,3.17,3.26
5,0,6531,5,3.17,3.30
5,0,6633,5,3.17,3.26
5,0,6735,5,3.15,3.28
5,0,6837,0,3.19,3.30
5,0,6939,0,2.82,3.02
5,0,7041,0,2.17,2.44
5,0,7143,0,1.55,1.95
5,0,7245,0,1.00,1.44
5,0,7347,0,0.58,0.91
5,0,7449,0,0.24,0.44
5,0,7552,0,0.02,0.11
5,0,7654,0,0.00,0.00
5,0,7756,0,0.00,0.00
5,0,7858,0,0.00,0.00
5,0,7960,0,0.00,0.00
5,0,8062,0,0.00,0.00
5,0,8165,0,0.00,0.00
5,0,8267,0,0.00,0.00
5,0,8369,0,0.00,0.00
5,0,8471,0,0.00,0.00
5,0,8573,0,0.00,0.00
5,0,8675,0,0.00,0.00
5,0,8777,0,0.00,0.00
5,0,8879,0,0.00,0.00
5,0,8981,0,0.00,0.00
5,0,9083,0,0.00,0.00
5,0,9185,0,0.00,0.00
5,0,9287,0,0.00,0.00
5,0,9389,0,0.00,0.00
5,0,9491,0,0.00,0.00
5,0,9593,0,0.00,0.00
5,0,9695,0,0.00,0.00
5,0,9797,0,0.00,0.00
5,0,9899,0,0.00,0.00
5,0,10001,0,0.00,0.00
5,0,10103,0,0.00,0.00
5,0,10205,0,0.00,0.00
5,0,10307,0,0.00,0.00
5,0,10409,0,0.00,0.00
5,0,10512,0,0.00,0.00
5,0,10614,0,0.00,0.00
5,0,10716,0,0.00,0.00
5,0,10818,0,0.00,0.00
5,0,10920,0,0.00,0.00
5,0,11022,0,0.00,0.00
5,0,11124,0,0.00,0.00
5,0,11226,0,0.00,0.00
5,0,11328,0,0.00,0.00
5,0,11430,0,0.00,0.00
5,0,11532,0,0.00,0.00
5,0,11634,0,0.00,0.00
5,0,11736,0,0.00,0.00
5,0,11838,0,0.00,0.00
5,0,11940,0,0.00,0.00
5,0,12042,0,0.00,0.00
5,0,12144,0,0.33,0.29
5,0,12246,0,1.62,1.57
5,0,12348,0,1.09,1.26
5,0,12450,0,0.53,0.80
5,0,12552,0,0.18,0.42
5,0,12654,0,0.00,0.09
5,0,12756,0,0.00,0.00
5,0,12859,0,0.00,0.00
5,0,12961,0,0.00,0.00
5,0,13063,0,0.00,0.00
5,0,13165,0,0.00,0.00
5,0,13267,0,0.00,0.00
5,0,13369,0,0.00,0.00
5,0,13471,0,0.00,0.00
5,0,13573,0,0.00,0.00
5,0,13675,0,0.00,0.00
5,0,13777,0,0.00,0.00
5,0,13879,0,0.00,0.00
5,0,13981,0,0.00,0.00
5,0,14083,0,0.00,0.00
5,0,14185,0,0.00,0.00
5,0,14287,0,0.00,0.00
5,0,14389,0,0.00,0.00
5,0,14491,0,0.00,0.00
5,0,14593,0,0.00,0.00
5,0,14695,0,0.00,0.00
5,0,14797,0,0.00,0.00
5,0,14899,0,0.00,0.00
5,0,15001,0,0.00,0.00
5,0,15104,0,0.00,0.00
5,0,15206,0,0.00,0.00
5,0,15308,0,0.00,0.00
5,0,15410,0,0.00,0.00
5,0,15512,0,0.00,0.00
5,0,15614,0,0.00,0.00
5,0,15717,0,0.00,0.00
5,0,15819,5,0.02,0.02
5,0,15921,5,1.62,1.49
5,0,16023,5,2.64,2.73
5,0,16125,5,3.06,3.22
5,0,16227,5,3.15,3.28
5,0,16329,5,3.13,3.28
5,0,16431,5,3.19,3.35
5,0,16533,5,3.17,3.30
5,0,16635,5,3.13,3.26
5,0,16737,5,3.17,3.33
5,0,16839,5,3.19,3.30
5,0,16941,5,3.15,3.26
5,0,17043,5,3.17,3.33
5,0,17145,5,3.19,3.30
5,0,17247,5,3.15,3.24
5,0,17349,5,3.17,3.26
5,0,17451,5,3.17,3.28
5,0,17553,5,3.08,3.17
5,0,17655,5,3.17,3.22
5,0,17757,5,3.17,3.26
5,0,17859,5,3.13,3.22
5,0,17961,5,3.19,3.26
5,0,18064,5,3.17,3.26
5,0,18166,5,3.13,3.26
5,0,18268,5,3.17,3.26
5,0,18370,5,3.19,3.26
5,0,18472,5,3.13,3.24
5,0,18574,5,3.17,3.26
5,0,18676,5,3.17,3.19
5,0,18778,5,3.17,3.26
5,0,18880,5,3.15,3.28
5,0,18982,5,3.17,3.26
5,0,19084,5,3.15,3.24
5,0,19186,5,3.17,3.28
5,0,19288,5,3.13,3.26
5,0,19390,5,3.17,3.22
5,0,19492,5,3.17,3.26
5,0,19594,5,3.10,3.26
5,0,19696,5,3.17,3.24
5,0,19798,5,3.19,3.24
5,0,19900,5,3.19,3.30
5,0,20002,5,3.17,3.24
5,0,20104,5,3.17,3.24
5,0,20206,5,3.17,3.28
5,0,20308,5,3.19,3.28
5,0,20411,5,3.15,3.22
5,0,20513,5,3.19,3.33
5,0,20615,5,3.19,3.28
5,0,20717,5,3.17,3.24
5,0,20819,5,3.17,3.30
5,0,20921,5,3.19,3.28
5,0,21023,5,3.17,3.22
5,0,21125,5,3.19,3.28
5,0,21227,5,3.17,3.28
5,0,21329,5,3.15,3.24
5,0,21431,5,3.17,3.28
5,0,21533,5,3.19,3.30
5,0,21635,5,3.13,3.22
5,0,21737,5,3.19,3.24
5,0,21839,5,3.17,3.33
5,0,21941,5,3.13,3.19
5,0,22043,5,3.17,3.28
5,0,22145,5,3.19,3.26
5,0,22247,5,3.13,3.22
5,0,22349,5,3.17,3.24
5,0,22451,5,3.15,3.24
5,0,22553,5,3.17,3.28
5,0,22656,5,3.15,3.28
5,0,22758,5,3.13,3.24
5,0,22860,5,3.17,3.26
5,0,22962,5,3.17,3.28
5,0,23064,5,3.15,3.22
5,0,23166,5,3.17,3.28
5,0,23269,5,3.17,3.28
5,0,23371,5,3.13,3.24
5,0,23473,5,3.17,3.28
5,0,23575,5,3.17,3.28
5,0,23677,5,3.13,3.28
5,0,23779,5,3.15,3.26
5,0,23881,5,3.17,3.28
5,0,23983,5,3.15,3.28
5,0,24085,5,3.13,3.26
5,0,24187,5,3.17,3.26
5,0,24289,5,3.13,3.26
5,0,24391,5,3.17,3.26
5,0,24493,5,3.15,3.24
5,0,24595,5,3.15,3.26
