38.7	5	3.15	3.26
38.8	5	3.17	3.22
38.9	5	3.13	3.26
39	5	3.15	3.24
39.1	5	3.1	3.26
39.2	5	3.17	3.28
39.3	5	3.13	3.22
39.4	5	3.08	3.17
39.5	5	3.08	3.17
39.6	5	3.13	3.24
39.7	5	3.1	3.22
39.8	5	3.15	3.26
39.9	5	3.17	3.28
40	5	3.15	3.22
40.1	5	3.13	3.26
40.2	5	3.15	3.28
40.3	5	3.1	3.19
40.4	5	3.15	3.24
40.5	5	3.1	3.26
40.6	5	3.13	3.24
40.7	5	3.15	3.24
40.8	5	3.08	3.22
40.9	5	3.13	3.28
41	5	3.15	3.24
41.1	5	3.17	3.24
41.2	5	3.15	3.3
41.3	5	3.15	3.3
41.4	5	3.15	3.24
41.5	0	3.19	3.33
41.6	0	3.04	3.19
41.7	0	2.37	2.62
41.8	0	1.75	2.04
41.9	0	1.18	1.53
42	0	0.67	1
42.1	0	0.29	0.55
42.2	0	0.07	0.11
42.3	0	0	0
42.4	0	0	0
42.5	0	0	0
42.6	0	0	0
42.7	0	0	0
42.8	0	0	0
42.9	0	0	0
43	0	0	0
43.1	0	0	0
43.2	0	0	0
43.3	0	0	0
43.4	0	0	0
43.5	0	0	0
43.6	0	0	0
43.7	0	0	0
43.8	0	0	0
43.9	0	0	0
44	0	0	0
44.1	0	0	0
44.2	0	0	0
44.3	0	0	0
44.4	0	0	0
44.5	0	0	0
44.6	0	0	0
44.7	0	0	0
44.8	0	0	0
44.9	0	0	0
45	0	0	0
45.1	0	0	0
45.2	0	0	0
45.3	0	0	0
45.4	0	0	0
45.5	0	0	0
45.6	0	0	0
45.7	0	0	0
45.8	0	0	0
45.9	0	0	0
46	0	0	0
46.1	0	0	0
46.2	0	0	0
46.3	0	0	0
46.4	0	0	0
46.5	0	0	0
46.6	0	0	0
46.7	0	0	0
46.8	0	0	0
46.9	0	0	0
47	0	0	0
47.1	0	0	0
47.2	0	0	0
47.3	0	0	0
47.4	0	0	0
47.5	0	0	0
47.6	0	0	0
47.7	0	0	0
47.8	0	0	0
47.9	0	0	0
48	0	0	0
48.1	0	0	0
48.2	0	0	0
48.3	0	0	0
48.4	0	0	0
48.5	0	0	0
48.6	0	0	0
48.7	0	0	0
48.8	0	0	0
48.9	0	0	0
49	0	0	0
49.1	5	0.42	0.33
49.2	5	2.13	2.15
49.3	5	2.86	2.99
49.4	5	3.08	3.24
49.5	5	3.15	3.35
49.6	5	3.15	3.35
49.7	5	3.13	3.3
49.8	5	3.17	3.37
49.9	5	3.15	3.35
50	5	3.15	3.3
50.1	5	3.17	3.28
50.2	5	3.15	3.35
50.3	5	3.17	3.33
50.4	5	3.17	3.3
50.5	5	3.13	3.24
50.6	5	3.15	3.3
50.7	5	3.15	3.3
50.8	5	3.13	3.28
50.9	5	3.19	3.35
51	5	3.13	3.28
51.1	5	3.15	3.3
51.2	5	3.19	3.33
51.3	5	3.19	3.3
51.4	5	3.13	3.22
51.5	5	3.19	3.33
51.6	5	3.17	3.3
51.7	5	3.1	3.24
51.8	5	3.17	3.35
51.9	5	3.17	3.33
52	5	3.1	3.26
52.1	5	3.17	3.3
52.2	5	3.17	3.35
52.3	5	3.13	3.26
52.4	5	3.15	3.28
52.5	5	3.19	3.35
52.6	5	3.15	3.26
52.7	5	3.17	3.3
52.8	5	3.17	3.35
52.9	5	3.15	3.3
53	5	3.17	3.33
53.1	5	3.15	3.3
53.2	5	3.15	3.33
53.3	5	3.15	3.3
53.4	0	3.13	3.28
53.5	0	3.17	3.33
53.6	0	2.02	2.33
53.7	0	1.37	1.8
53.8	0	0.89	1.31
53.9	0	0.42	0.78
54	0		
