0	5	0	0
0.1	5	1.31	1.24
0.2	5	2.42	2.51
0.3	5	2.84	3.02
0.4	5	2.99	3.26
0.5	5	3.04	3.35
0.6	5	3.06	3.3
0.7	5	3.08	3.28
0.8	5	3.1	3.33
0.9	5	3.04	3.26
1	5	3.08	3.24
1.1	5	3.1	3.26
1.2	5	3.04	3.19
1.3	5	3.1	3.24
1.4	5	3.08	3.24
1.5	5	3.08	3.26
1.6	5	3.1	3.28
1.7	5	3.13	3.26
1.8	5	3.08	3.24
1.9	5	3.13	3.28
2	5	3.1	3.3
2.1	5	3.08	3.24
2.2	5	3.1	3.28
2.3	5	3.1	3.26
2.4	5	3.08	3.22
2.5	5	3.1	3.28
2.6	5	3.1	3.26
2.7	5	3.06	3.22
2.8	5	3.13	3.26
2.9	5	3.06	3.24
3	5	3.04	3.22
3.1	5	3.08	3.22
3.2	5	3.1	3.3
3.3	5	3.13	3.28
3.4	5	3.13	3.28
3.5	5	3.1	3.3
3.6	5	3.15	3.35
3.7	5	3.1	3.24
3.8	5	3.1	3.19
3.9	5	3.13	3.3
4	5	3.15	3.33
4.1	5	3.13	3.24
4.2	5	3.13	3.33
4.3	5	3.15	3.33
4.4	5	3.1	3.26
4.5	5	3.13	3.33
4.6	5	3.13	3.35
4.7	5	3.13	3.28
4.8	5	3.1	3.28
4.9	5	3.13	3.3
5	5	3.15	3.28
5.1	5	3.15	3.35
5.2	5	3.13	3.28
5.3	5	3.17	3.28
5.4	5	3.15	3.3
5.5	5	3.13	3.3
5.6	5	3.15	3.28
5.7	5	3.15	3.28
5.8	5	3.1	3.28
5.9	5	3.15	3.33
6	5	3.15	3.28
6.1	5	3.13	3.3
6.2	5	3.17	3.3
6.3	5	3.13	3.26
6.4	5	3.13	3.26
6.5	5	3.13	3.3
6.6	5	3.13	3.24
6.7	5	3.15	3.28
6.8	5	3.13	3.28
6.9	5	3.1	3.26
7	5	3.13	3.26
7.1	5	3.13	3.28
7.2	5	3.08	3.26
7.3	5	3.13	3.28
7.4	5	3.13	3.28
7.5	5	3.04	3.22
7.6	5	3.1	3.26
7.7	5	3.13	3.26
7.8	5	3.06	3.24
7.9	5	3.13	3.28
8	5	3.1	3.22
8.1	5	3.1	3.22
8.2	5	3.1	3.26
8.3	5	3.1	3.24
8.4	5	3.08	3.22
8.5	5	3.13	3.26
8.6	5	3.08	3.26
8.7	5	3.06	3.19
8.8	5	3.1	3.26
8.9	5	3.1	3.26
9	5	3.06	3.22
9.1	5	3.13	3.26
9.2	5	3.1	3.28
9.3	5	3.06	3.22
9.4	5	3.1	3.26
9.5	5	3.06	3.24
9.6	5	3.1	3.28
9.7	5	3.1	3.26
9.8	5	3.1	3.3
9.9	5	3.08	3.28
10	5	3.06	3.24
10.1	5	3.1	3.28
10.2	5	3.1	3.3
10.3	5	3.06	3.22
10.4	5	3.13	3.28
10.5	5	3.13	3.3
10.6	5	3.06	3.24
10.7	5	3.08	3.28
10.8	5	3.13	3.3
10.9	5	3.06	3.24
11	5	3.1	3.28
11.1	5	3.1	3.28
11.2	5	3.06	3.24
11.3	5	3.1	3.28
11.4	5	3.06	3.26
11.5	5	3.1	3.3
11.6	5	3.08	3.28
11.7	5	3.08	3.26
11.8	5	3.08	3.26
11.9	5	3.1	3.3
12	5	3.08	3.26
12.1	5	3.06	3.24
12.2	5	3.08	3.3
12.3	5	3.1	3.26
12.4	5	3.04	3.24
12.5	5	3.1	3.3
12.6	5	3.08	3.24
12.7	5	3.1	3.24
12.8	5	3.08	3.3
12.9	5	3.06	3.26
13	5	3.13	3.3
13.1	5	3.08	3.26
13.2	5	3.06	3.24
13.3	5	3.13	3.28
13.4	5	3.13	3.26
13.5	5	3.08	3.3
13.6	5	3.1	3.26
13.7	5	3.13	3.26
13.8	5	3.08	3.19
13.9	5	3.08	3.28
14	5	3.08	3.24
14.1	5	3.06	3.22
14.2	5	3.08	3.28
14.3	5	3.08	3.26
14.4	5	3.1	3.22
14.5	5	3.13	3.28
14.6	5	3.08	3.28
14.7	5	3.13	3.26
14.8	5	3.1	3.3
14.9	5	3.08	3.22
15	5	3.13	3.28
15.1	5	3.1	3.28
15.2	5	3.08	3.22
15.3	5	3.1	3.24
15.4	5	3.13	3.26
15.5	5	3.08	3.24
15.6	5	3.08	3.26
15.7	5	3.1	3.22
15.8	5	3.1	3.28
